category,scientific_name,common_names,conservation_status
Vascular Plant,Eriodictyon californicum,California Yerba Santa,Safe
Vascular Plant,Hackelia mundula,Pink Stickseed,Safe
Vascular Plant,Hackelia nervosa,"Sierra Stickseed, Sierran Stickseed",Safe
Vascular Plant,Hackelia velutina,"Velvet Stickseed, Velvety Stickseed",Safe
Vascular Plant,Mertensia ciliata,"Mountain Bluebells, Shortstyle Bluebells, Tall Fringe Bluebells, Tall Fringed Bluebells",Safe
Vascular Plant,Pectocarya pusilla,"Little Combseed, Purple Prairieclover",Safe
Vascular Plant,Plagiobothrys hispidulus,Sleeping Popcornflower,Safe
Vascular Plant,Plagiobothrys myosotoides,Forget-Me-Not Popcornflower,Safe
Vascular Plant,Plagiobothrys nothofulvus,Rusty Popcornflower,Safe
Vascular Plant,Plagiobothrys stipitatus var. micranthus,Stalked Popcornflower,Safe
Vascular Plant,Plagiobothrys torreyi var. diffusus,Torrey's Popcornflower,Species of Concern
Vascular Plant,Plagiobothrys torreyi var. torreyi,Torrey's Popcornflower,Safe
Vascular Plant,Draperia systyla,Violet Draperia,Safe
Vascular Plant,Hesperochiron californicus,California Hesperochiron,Safe
Vascular Plant,Hydrophyllum occidentale,"Squaw-Lettuce, Western Waterleaf",Safe
Vascular Plant,Nemophila heterophylla,Small Baby Blue Eyes,Safe
Vascular Plant,Nemophila maculata,Fivespot,Safe
Vascular Plant,Nemophila menziesii var. menziesii,Baby Blue Eyes,Safe
Vascular Plant,Nemophila parviflora var. austiniae,"Groovelover, Smallflower Nemophila",Safe
Vascular Plant,Nemophila pedunculata,"Littlefoot Blue-Eyes, Littlefoot Nemophila",Safe
Vascular Plant,Nemophila spatulata,"Sierra Baby Blue Eyes, Sierra Blue-Eyes",Safe
Vascular Plant,Phacelia cicutaria var. cicutaria,Caterpillar Phacelia,Safe
Vascular Plant,Phacelia congdonii,Congdon's Phacelia,Safe
Vascular Plant,Phacelia egena,"Kaweah River Phacelia, Kaweah River Scorpion-Weed",Safe
Vascular Plant,Phacelia eisenii,Eisen's Phacelia,Safe
Vascular Plant,Phacelia heterophylla ssp. virgata,Varileaf Phacelia,Safe
Vascular Plant,Phacelia humilis var. humilis,Low Phacelia,Safe
Vascular Plant,Phacelia hydrophylloides,Waterleaf Phacelia,Safe
Vascular Plant,Phacelia imbricata ssp. imbricata,Imbricate Phacelia,Safe
Vascular Plant,Phacelia mutabilis,Changeable Phacelia,Safe
Vascular Plant,Phacelia platyloba,Broadlobe Phacelia,Safe
Vascular Plant,Phacelia purpusii,Purpus' Phacelia,Safe
Vascular Plant,Phacelia quickii,Quick's Phacelia,Safe
Vascular Plant,Phacelia racemosa,Racemose Phacelia,Safe
Vascular Plant,Phacelia ramosissima,"Branched Scorpion-Weed, Branching Phacelia",Safe
Vascular Plant,Phacelia ramosissima var. latifolia,"Branched Scorpion-Weed, Branching Phacelia",Safe
Vascular Plant,Phacelia ramosissima var. ramosissima,Branching Phacelia,Safe
Vascular Plant,Phacelia ramosissima var. subglabra,Branching Phacelia,Safe
Vascular Plant,Phacelia tanacetifolia,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed",Safe
Vascular Plant,Phacelia vallicola,Mariposa Phacelia,Safe
Vascular Plant,Pholistoma auritum var. auritum,Blue Fiestaflower,Safe
Vascular Plant,Anelsonia eurycarpa,"Broad Pod Anelsonia, Daggerpod",Safe
Vascular Plant,Arabidopsis thaliana,"Mouseear Cress, Mouse-Ear Cress",Safe
Vascular Plant,Arabis davidsonii,Davidson's Rockcress,Safe
Vascular Plant,Arabis drummondii,"Canadian Rockcress, Drummond Rockcress, Drummond's Rockcress",Safe
Vascular Plant,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,Safe
Vascular Plant,Arabis holboellii var. pinetorum,Holboell's Rockcress,Safe
Vascular Plant,Arabis holboellii var. retrofracta,"A Holboell Rock-Cress, Second Rockcress",Safe
Vascular Plant,Arabis inyoensis,Inyo Rockcress,Safe
Vascular Plant,Arabis lemmonii var. depauperata,Soldier Rockcress,Safe
Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,Safe
Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,Safe
Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,Safe
Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,Safe
Vascular Plant,Arabis platysperma var. platysperma,Pioneer Rockcress,Safe
Vascular Plant,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,Safe
Vascular Plant,Arabis repanda var. greenei,Greene's Rockcress,Safe
Vascular Plant,Arabis repanda var. repanda,Yosemite Rockcress,Safe
Vascular Plant,Arabis sparsiflora var. arcuata,Elegant Rockcress,Safe
Vascular Plant,Arabis X divaricarpa,"Spreading Rockcress, Spreadingpod Rockcress",Safe
Vascular Plant,Athysanus pusillus,"Common Sandweed, Dwarf Anthysanus",Safe
Vascular Plant,Brassica nigra,"Black Mustard, Shortpod Mustard",Safe
Vascular Plant,Cardamine californica var. californica,Milkmaids,Safe
Vascular Plant,Cardamine oligosperma,"Idaho Bittercress, Little Western Bittercress",Safe
Vascular Plant,Cardamine pachystigma var. pachystigma,Serpentine Bittercress,Safe
Vascular Plant,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",Safe
Vascular Plant,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",Safe
Vascular Plant,Descurainia pinnata ssp. menziesii,Menzies' Tansymustard,Safe
Vascular Plant,Draba breweri,Cushion Draba,Safe
Vascular Plant,Draba lemmonii var. lemmonii,"Granite Draba, Lemmon's Draba",Safe
Vascular Plant,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",Safe
Vascular Plant,Hirschfeldia incana,Shortpod Mustard,Safe
Vascular Plant,Hutchinsia procumbens,"Ovalpurse, Prostrate Hutchinsia",Safe
Vascular Plant,Lepidium densiflorum var. densiflorum,"Common Pepperweed, Miner's Pepperwort",Safe
Vascular Plant,Lepidium ramosissimum var. bourgeauanum,Bourgeau's Pepperweed,Safe
Vascular Plant,Lepidium virginicum var. virginicum,"Poorman's-Pepperwort, Virginia Pepperweed",Safe
Vascular Plant,Lunaria annua,Annual Honesty,Safe
Vascular Plant,Phoenicaulis cheiranthoides,Wallflower Phoenicaulis,Safe
Vascular Plant,Raphanus sativus,"Cultivated Radish, Garden Radish, Radish, Wild Radish",Safe
Vascular Plant,Rorippa nasturtium-aquaticum,Watercress,Safe
Vascular Plant,Sinapis arvensis,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",Safe
Vascular Plant,Sisymbrium officinale,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Safe
Vascular Plant,Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",Safe
Vascular Plant,Streptanthus tortuosus,"Mountain Twistflower, Shieldplant",Safe
Vascular Plant,Streptanthus tortuosus var. orbiculatus,Shieldplant,Safe
Vascular Plant,Streptanthus tortuosus var. tortuosus,Shieldplant,Safe
Vascular Plant,Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",Safe
Vascular Plant,Thysanocarpus curvipes,"Lacepod Mustard, Sand Fringepod, Sand Lacepod",Safe
Vascular Plant,Tropidocarpum gracile,Dobie Pod,Safe
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,Safe
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,Safe
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,Safe
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,Safe
Vascular Plant,Amaranthus californicus,"California Amaranth, California Pigweed",Safe
Vascular Plant,Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",Safe
Vascular Plant,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",Safe
Vascular Plant,Chenopodium multifidum,Cutleaf Goosefoot,Safe
Vascular Plant,Chenopodium pumilio,"Clammy Goosefoot, Ridged Goosefoot",Safe
Vascular Plant,Monolepis spathulata,"Beaver Monolepis, Beaver Povertyweed",Safe
Vascular Plant,Arenaria aculeata,"Prickly Sandwort, Spiny Sandwort",Safe
Vascular Plant,Arenaria congesta var. subcongesta,"Ballhead Sandwort, Loosehead Sandwort",Safe
Vascular Plant,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,Safe
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",Safe
Vascular Plant,Herniaria hirsuta ssp. cinerea,Hairy Rupturewort,Safe
Vascular Plant,Herniaria hirsuta ssp. hirsuta,Hairy Rupturewort,Safe
Vascular Plant,Minuartia californica,California Sandwort,Safe
Vascular Plant,Minuartia douglasii,Douglas' Stitchwort,Safe
Vascular Plant,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,Safe
Vascular Plant,Minuartia pusilla,"Annual Sandwort, Dwarf Sandwort",Safe
Vascular Plant,Minuartia stricta,Bog Stitchwort,Safe
Vascular Plant,Polycarpon tetraphyllum,Fourleaf Manyseed,Safe
Vascular Plant,Pseudostellaria jamesiana,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",Safe
Vascular Plant,Pseudostellaria sierrae,Sierra Starwort,Safe
Vascular Plant,Sagina apetala,Annual Pearlwort,Safe
Vascular Plant,Sagina decumbens ssp. occidentalis,Western Pearlwort,Safe
Vascular Plant,Silene bernardina,"Palmer's Campion, Palmer's Catchfly",Safe
Vascular Plant,Silene bridgesii,Bridges' Catchfly,Safe
Vascular Plant,Silene californica,Indian Pink,Safe
Vascular Plant,Silene gallica,"Common Catchfly, Windmill Catchfly",Safe
Vascular Plant,Silene latifolia ssp. alba,"Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",Safe
Vascular Plant,Silene lemmonii,Lemmon's Catchfly,Safe
Vascular Plant,Silene menziesii,"Menzies' Campion, White Catchfly",Safe
Vascular Plant,Silene sargentii,"Sargent's Campion, Sargent's Catchfly",Safe
Vascular Plant,Spergula arvensis,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",Safe
Vascular Plant,Stellaria borealis ssp. sitchana,Sitka Starwort,Safe
Vascular Plant,Stellaria nitens,"Shiny Chickweed, Shiny Starwort",Safe
Vascular Plant,Drosera rotundifolia,Roundleaf Sundew,Safe
Vascular Plant,Mollugo verticillata,"Carpetweed, Carpet-Weed, Green Carpetweed, Green Carpet-Weed, Indian Chickweed",Safe
Vascular Plant,Calandrinia ciliata,"Desert Rockpurslane, Fringed Redmaids, Redmaids",Safe
Vascular Plant,Claytonia megarhiza,Alpine Springbeauty,Safe
Vascular Plant,Claytonia nevadensis,Sierra Springbeauty,Safe
Vascular Plant,Claytonia parviflora ssp. parviflora,Streambank Springbeauty,Safe
Vascular Plant,Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,Safe
Vascular Plant,Claytonia rubra ssp. rubra,Redstem Springbeauty,Safe
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,Safe
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",Safe
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,Safe
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,Safe
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",Safe
Vascular Plant,Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",Safe
Vascular Plant,Montia linearis,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce",Safe
Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,Safe
Vascular Plant,Chorizanthe membranacea,Pink Spineflower,Safe
Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,Safe
Vascular Plant,Eriogonum incanum,Frosted Buckwheat,Safe
Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,Safe
Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,Safe
Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",Safe
Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,Safe
Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,Safe
Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,Safe
Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,Safe
Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,Safe
Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,Safe
Vascular Plant,Eriogonum rosense,"Mount Rose Buckwheat, Rosy Buckwheat",Safe
Vascular Plant,Eriogonum roseum,Wand Buckwheat,Safe
Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,Safe
Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,Safe
Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,Safe
Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",Safe
Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Safe
Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,Safe
Vascular Plant,Eriogonum wrightii var. trachygonum,"Bastardsage, Shrubby Buckwheat",Safe
Vascular Plant,Polygonum amphibium var. emersum,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",Safe
Vascular Plant,Polygonum arenastrum,"Common Knotweed, Doorweed, Matweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed",Safe
Vascular Plant,Polygonum californicum,California Knotweed,Safe
Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,Safe
Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,Safe
Vascular Plant,Polygonum hydropiperoides,Swamp Smartweed,Safe
Vascular Plant,Polygonum persicaria,"Ladysthumb, Lady's-Thumb, Ladysthumb Smartweed, Spotted Knotweed, Spotted Ladysthumb, Spotted Smartweed",Safe
Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",Safe
Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,Safe
Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",Safe
Vascular Plant,Polygonum shastense,Shasta Knotweed,Safe
Vascular Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",Safe
Vascular Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",Safe
Vascular Plant,Rumex pulcher,Fiddle Dock,Safe
Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",Safe
Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",Safe
Vascular Plant,Cornus nuttallii,Pacific Dogwood,Safe
Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",Safe
Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,Safe
Vascular Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",Safe
Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,Safe
Vascular Plant,Mentzelia crocea,Sierra Blazingstar,Safe
Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,Safe
Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,Safe
Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",Safe
Vascular Plant,Marah horridus,Sierra Manroot,Safe
Vascular Plant,Marah watsonii,Taw Manroot,Safe
Vascular Plant,Datisca glomerata,Durango Root,Safe
Vascular Plant,Narthecium californicum,California Bog Asphodel,Safe
Vascular Plant,Sambucus mexicana,Mexican Elder,Safe
Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,Safe
Vascular Plant,Viburnum ellipticum,Common Viburnum,Safe
Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,Safe
Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,Safe
Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,Safe
Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,Safe
Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Safe
Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",Safe
Vascular Plant,Valeriana californica,California Valerian,Safe
Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,Safe
Vascular Plant,Allotropa virgata,Sugarstick,Safe
Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,Safe
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,Safe
Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",Safe
Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",Safe
Vascular Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",Safe
Vascular Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",Safe
Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,Safe
Vascular Plant,Leucothoe davisiae,Sierra Laurel,Safe
Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",Safe
Vascular Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",Safe
Vascular Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",Safe
Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",Safe
Vascular Plant,Pyrola picta,White-Veined Wintergreen,Safe
Vascular Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",Safe
Vascular Plant,Sarcodes sanguinea,Snowplant,Safe
Vascular Plant,Vaccinium parvifolium,Red Huckleberry,Safe
Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,Safe
Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilia, Dense False Gilyflower",Safe
Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilia, Dense False Gilyflower",Safe
Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",Safe
Vascular Plant,Collomia grandiflora,"Grand Collomia, Largeflowered Collomia",Safe
Vascular Plant,Collomia heterophylla,Variableleaf Collomia,Safe
Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",Safe
Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",Safe
Vascular Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",Safe
Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,Safe
Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,Safe
Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,Safe
Vascular Plant,Gilia leptalea,Bridges' Gilia,Safe
Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,Safe
Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,Safe
Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,Safe
Vascular Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",Safe
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,Safe
Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",Safe
Vascular Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",Safe
Vascular Plant,Linanthus bicolor,True Babystars,Safe
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",Safe
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",Safe
Vascular Plant,Linanthus filipes,Thread Linanthus,Safe
Vascular Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",Safe
Vascular Plant,Linanthus montanus,Mustang Clover,Safe
Vascular Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",Safe
Vascular Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,Safe
Vascular Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,Safe
Vascular Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,Safe
Vascular Plant,Navarretia viscidula,Sticky Pincushionplant,Safe
Vascular Plant,Phlox caespitosa,"Douglas Phlox, Tufted Phlox",Safe
Vascular Plant,Phlox condensata,Dwarf Phlox,Safe
Vascular Plant,Phlox diffusa,Spreading Phlox,Safe
Vascular Plant,Phlox gracilis,Slender Phlox,Safe
Vascular Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,Safe
Vascular Plant,Polemonium californicum,Moving Polemonium,Safe
Vascular Plant,Polemonium eximium,Skypilot,Safe
Vascular Plant,Anagallis arvensis,"Pimpernel, Scarlet Pimpernel",Safe
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,Safe
Vascular Plant,Dodecatheon alpinum,Alpine Shootingstar,Safe
